title;rating;runtime;genre;release_year;description;director;img_src;type
Christmas Perfection;TV-PG;90;Comedy, Drama, Fantasy;2018;Darcy's been striving for the perfect Christmas since childhood and, thanks to a magical figurine, her dream finally comes true.;David Jackson;https://m.media-amazon.com/images/M/MV5BMWFiYzFkY2MtN2RmMy00NTkwLWEyNjYtNjhkMDc2NWJlYmVlXkEyXkFqcGdeQXVyNDMyOTg5NTM@._V1_UY209_CR1,0,140,209_AL_.jpg;Movie
Stealing Christmas;TV-PG;89;Comedy, Crime, Drama;2003;"A small-time crook intent on robbing a department store is mistaken as a Santa for-hire. At first, he decides to play along, but he gets caught up in the holiday spirit, and begins to have second thoughts about ""Stealing Christmas"".";Gregg Champion;https://m.media-amazon.com/images/M/MV5BMTIzOTI1NTk5M15BMl5BanBnXkFtZTcwMjIyNTYyMQ@@._V1_UY209_CR4,0,140,209_AL_.jpg;Movie
The Christmas Carol;Not Rated;25;Drama, Fantasy;1949;Dickens' classic tale of Ebenezer Scrooge and three Christmas Ghosts that change his perception of life. Narrated by Vincent Price.;Arthur Pierson;https://m.media-amazon.com/images/M/MV5BNDUyMTM4MjA4NV5BMl5BanBnXkFtZTgwOTAxNTgwMzE@._V1_UY209_CR4,0,140,209_AL_.jpg;Movie
The Man Who Saved Christmas;TV-PG;100;Biography, Drama, Family;2002;A.C. Gilbert figures out a way to keep Christmas alive after the war threatens to take it away in his name.;Sturla Gunnarsson;https://m.media-amazon.com/images/M/MV5BOWRjZjRkYjItMmQ0MS00OGJiLTg5N2YtNTQ5NWZhZWJiYjQ1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
Christmas Encore;TV-G;83;Drama, Romance;2017;A struggling actress auditions for the lead role in a theater production of 'A Christmas Carol'.;Bradley Walsh;https://m.media-amazon.com/images/M/MV5BZTIxNDkyZDUtMTFkYy00OTI2LThjODMtNDdiN2NmMWQ4YThlXkEyXkFqcGdeQXVyNjk2Mjc2OTI@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Let's Meet Again on Christmas Eve;TV-PG;87;Drama, Romance;2020;Two college sweethearts reconnect while coordinating a wedding just in time for the holidays.;Jeff Beesley;https://m.media-amazon.com/images/M/MV5BY2MwM2JiYmMtOGE5MC00YzdkLTg0ZjAtMTM2NzdhOWIyNzc3XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Soul Santa;;;Comedy, Romance;2021;A shopping mall Santa Claus is the disguise of a businessman that got into trouble with mob's money.;Terri J. Vaughn;https://m.media-amazon.com/images/M/MV5BMTc3OGNjMzgtZDU2ZC00ZjdmLWIyZDQtMTk4MTBjYzE3ZTFiXkEyXkFqcGdeQXVyMTg1MzYyMg@@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Placido;;85;Comedy, Drama;1961;"In a small Spanish town, a group of old ladies decides to celebrate Christmas Eve with a ""seat a poor man at your table"" dinner: each wealthy household of the town will have a homeless ...                See full summary »";Luis García Berlanga;https://m.media-amazon.com/images/M/MV5BZmQwM2JjMTctMGYyYy00MmE3LWJlZTItMGJjZWE3NTZmZTQ0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY209_CR3,0,140,209_AL_.jpg;Movie
3 Holiday Tails;TV-PG;88;Comedy, Family, Romance;2011;Old flames reunite and sparks are reignited at Christmastime in Florida, but the man is already engaged to another woman so a recently retired couple try to intervene with the help of their dogs.;Joe Menendez;https://m.media-amazon.com/images/M/MV5BMTEyNzcxNjI4NzheQTJeQWpwZ15BbWU3MDEyMzAyNTk@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
A Sisterly Christmas;TV-PG;83;Drama, Romance;2021;Two sisters receive an early Christmas gift, an inheritance that takes them on a luxury holiday vacation. They run into their childhood rival, who digs in on these sisters, testing their resolve as women and their bonds of sisterhood.;Jerry LaMothe;https://m.media-amazon.com/images/M/MV5BMWIyYzgxZTUtYWJmZS00MGI3LWIzYTktYTlmNWNjMzgzYmM1XkEyXkFqcGdeQXVyMjIzOTA2NDk@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Lady on a Train;Passed;94;Comedy, Crime, Film-Noir;1945;In New York, a woman who partially witnesses a killing from a train window seeks the aid of a crime novelist to solve the murder.;Charles David;https://m.media-amazon.com/images/M/MV5BMTkxY2I4YWQtYTY1OC00ZDI3LWI5NTctM2RiOTQ0OGRhNWVlXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Great Holiday Bake War;TV-PG;84;Comedy, Drama, Romance;2022;Julian and Brianna, old rivals from baking school meet again in a TV competition having separate plans on how to win they will learn that by working together they can create a new recipe for success and love.;Lisa France;https://m.media-amazon.com/images/M/MV5BYjFiZWM2YzctMjMxYS00MDczLTg5NTQtMTY5NGU0ZTEwNzI3XkEyXkFqcGdeQXVyMTQzNTA5MzYz._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Forgotten Christmas;;70;Drama, Family, Fantasy;2019;The story of a tiny village like any other, except that these villagers tend to be so forgetful, over and over. This year they are forgetting that it's time for Christmas.;Andrea Eckerbom;https://m.media-amazon.com/images/M/MV5BZTY3NzE0MzQtZTRiOS00NzVhLWI3MzYtNjRlYjlhY2VhNTc0XkEyXkFqcGdeQXVyNjA2ODM3MA@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Golden Christmas 3;Not Rated;88;Comedy, Family, Romance;2012;"Heather is a charming, free spirit, and Bobby is a naval officer home from serving overseas. Thanks to a fun-filled theater production of ""A Christmas Carol,"" these two unlucky-in-love childhood friends may fall in love.";Michael Feifer;https://m.media-amazon.com/images/M/MV5BNzg2NjE3NDAwN15BMl5BanBnXkFtZTcwNjM0MDI1OQ@@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
A Belle for Christmas;PG;91;Comedy, Drama, Family;2014;When a sweet young boy and his precocious sister discover their newly adopted puppy Belle has been nabbed by the beautiful gold digger, the kids recruit their neighborhood friends and set out on an adventurous rescue mission to save her.;Jason Dallas;https://m.media-amazon.com/images/M/MV5BMTYzNDU2MzE3NF5BMl5BanBnXkFtZTgwNDcwMTA0MjE@._V1_UY209_CR4,0,140,209_AL_.jpg;Movie
The Night Before the Night Before Christmas;TV-PG;88;Family, Fantasy;2010;When Santa sets off on his Christmas duties a day early, crashes into the Fox family's house, ends up with amnesia, and loses his magic sack of presents, he needs help. But the Foxes are a ...                See full summary »;James Orr;https://m.media-amazon.com/images/M/MV5BMTQ0MzQ1NTUyMl5BMl5BanBnXkFtZTgwNzMzNDA2MDE@._V1_UY209_CR1,0,140,209_AL_.jpg;Movie
Cupid for Christmas;PG;87;Comedy, Fantasy, Romance;2021;Hoping to land a promotion and become the new Cupid, his hapless apprentice, Ruby, is tasked with finding the perfect match for their most hopeless case yet.;Blayne Weaver;https://m.media-amazon.com/images/M/MV5BY2I2OWU3MzAtZWQ3OC00ZmQzLWE2ZmUtNzg4ZjdiMDc3NmFmXkEyXkFqcGdeQXVyMTQwNzAyMA@@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
My Sweet Holiday;;84;Drama, Romance;2020;Sadie returns home for Christmas after her boyfriend cancels their Holiday plans, only to find out her parents have sold the family business. Begrudgingly Sadie agrees to teach the new ...                See full summary »;Sandra L. Martin;https://m.media-amazon.com/images/M/MV5BYTM4MTE0NWYtYjQyZi00MzczLThhMGYtZGMwZmM1OWEyOWYzXkEyXkFqcGdeQXVyNTQ2ODM5Mjk@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Always and Forever Christmas;TV-G;87;Comedy, Drama, Family;2019;A marketing executive makes a trip back home to sell the Christmas gift shop she inherited from her grandfather.;Siobhan Devine;https://m.media-amazon.com/images/M/MV5BNjMyMDIxNzktZGNlYi00NGE4LTk1YTMtOWVhYjgwZDQxNjJlXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
A Sweet Christmas Romance;TV-G;87;Comedy, Drama, Romance;2019;When a food stylist finds out the owner of her favorite bakery is retiring and sponsoring a baking contest to see who will be her successor, she enters but then is forced to join forces with a rival chef to try and win.;Michael Robison;https://m.media-amazon.com/images/M/MV5BYTQ0MTM4NzYtNTBhOC00OWNiLWFkNTctMzAwZDRjMTZjMDJmXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Dog Who Saved Christmas Vacation;PG;89;Comedy, Family;2010;The Bannister family - including former K-9 police hero Zeus (voiced by Mario López) - is back, and this time they're spending their holidays at a beautiful Rocky Mountain resort.;Michael Feifer;https://m.media-amazon.com/images/M/MV5BOTk2MDU4NTYxOF5BMl5BanBnXkFtZTgwOTA5NDA2MDE@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
Christmas at the Chateau;TV-PG;98;Comedy, Drama, Romance;2019;How will 3 sisters save the Shakespeare Chateau, historic mansion and beloved family home, from a corrupt bank that threatens to foreclose on Christmas Day?;Jason Hudson;https://m.media-amazon.com/images/M/MV5BNWM3MmY4MWItZTU3My00NjBhLTg3Y2QtZjk5ZGQ5MGIyMGM1XkEyXkFqcGdeQXVyMTUzMDQ3NTE@._V1_UY209_CR11,0,140,209_AL_.jpg;Movie
Country Roads Christmas;;85;Comedy, Drama, Romance;2022;When the daughter of a country singer loses her job at a record label, she goes off to become her estranged father's manager and finds love along the way.;Marco Deufemia;https://m.media-amazon.com/images/M/MV5BNjYyMWFlZjktNzk5NC00OWNlLWExN2YtNjdiOTJjMzQ4YTk1XkEyXkFqcGdeQXVyNjI4Mzg5OTg@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas Is Here Again;G;74;Animation, Adventure, Comedy;2007;When the evil Krad steals Santa's toy bag he crushes the holiday spirit- and the world's children forget about Christmas. Now, an orphan and her friends embark on a polar adventure to try to stop Krad from destroying Christmas.;Robert Zappia;https://m.media-amazon.com/images/M/MV5BMTM5NDUyODEwOF5BMl5BanBnXkFtZTcwNDM5MzkzMQ@@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
A Christmas Duet;Not Rated;84;Drama, Music, Romance;2019;During the chaos of planning a Christmas festival and vying for the Top Winter Lodge Award, an innkeeper rekindles her love of music as well as her love for her former music partner.;Catherine Cyran;https://m.media-amazon.com/images/M/MV5BNTUxMmFjMjUtMzhkOS00ZDk0LWEzMDQtNWI1NDVmMTU0OGM2XkEyXkFqcGdeQXVyMTE3NDAwNTM@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Truth About Christmas;TV-14;90;Comedy, Drama, Romance;2018;Jillian, a spin doctor for her councilman boyfriend, George, is not above lying to a little girl to achieve her goals, especially as she's about to meet George's family, so Santa decides to teach her a lesson.;Jaime Eliezer Karas;https://m.media-amazon.com/images/M/MV5BZDQ1ZDg2YjktYWI4Ny00Y2Y4LWI1MjEtODI4NDU5MTFmYzBjXkEyXkFqcGdeQXVyNTgzNDAyODA@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
All I Want for Christmas;PG;86;Family;2022;A young girl's Christmas wish for her divorced parents to get back together becomes a reality with a twist of holiday joy, comedy, and laughter.;Armani Martin;https://m.media-amazon.com/images/M/MV5BMWY5N2ZjNDYtOWIyZS00ZjliLTliNWEtYWIxNTYzZmFlNDE3XkEyXkFqcGdeQXVyOTYwNjI5MzU@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
The Dog Who Saved the Holidays;PG;83;Comedy, Family;2012;The Bannisters are back with a new family addition - a mischievous pup named Eve. Watch as everyone's favorite dog, Zeus, learns to love his new sister and take down some bumbling thieves.;Michael Feifer;https://m.media-amazon.com/images/M/MV5BMjA2MTMzMzU3Nl5BMl5BanBnXkFtZTgwNTgwNzA2MDE@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
The Santa Incident;Not Rated;88;Comedy, Family;2010;After his sleigh is shot down while flying through restricted military airspace, an earthbound Santa is sought for questioning by a pair of overzealous Homeland Security agents. The fate of...                See full summary »;Yelena Lanskaya;https://m.media-amazon.com/images/M/MV5BMjEyMTk0OTY4MV5BMl5BanBnXkFtZTcwMDgxODU4Ng@@._V1_UY209_CR4,0,140,209_AL_.jpg;Movie
Christmas Holidate;;84;Comedy, Drama, Romance;2023;When single businesswoman Holly Harper uses her company's unreleased dating app to ease family tension during the holidays, a glitch in the app causes more than one date to arrive.;Gregory Alan Williams;https://m.media-amazon.com/images/M/MV5BOTZiNTJmYTEtNzg2Zi00Yzk4LTgyODUtYzFjMjgyYWFjMDcwXkEyXkFqcGdeQXVyMTQ5OTQ3NjE4._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
All I Didn't Want for Christmas;;89;Comedy, Romance;2022;Emily Harris is not doing great. In a desperate attempt to improve her life and make this Christmas not totally suck, Emily writes a letter to Santa. Fortunately, and unfortunately, her wine-soaked wishes start coming true.;Brittany Scott Smith;https://m.media-amazon.com/images/M/MV5BYzJmY2UxOTUtZTI3NC00ZjNmLWEwZmUtNmZiZDkwN2YyYmVkXkEyXkFqcGdeQXVyNjc2NjM5NjA@._V1_UY209_CR13,0,140,209_AL_.jpg;Movie
Holiday Heist;TV-PG;87;Crime, Drama, Romance;2019;A man released from prison is torn between a life of crime and a fresh start with a woman he meets while scoping out a potential heist;Roger M. Bobb;https://m.media-amazon.com/images/M/MV5BZTc1YWQ3Y2ItMDVmYi00YTE1LThlMTItMGE0OGQ1MzcwMzBjXkEyXkFqcGdeQXVyNTc4ODE0MDU@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Santa Swap: Merry Christmas Mr. Andersen;;70;Adventure, Comedy, Family;2016;Alf Prøysen's classic tale tells the story of the Christmas-loving carpenter struggling to make his three children believe in Santa Claus. He swaps places with him on Christmas Eve to create a Christmas like no other.;Terje Rangnes;https://m.media-amazon.com/images/M/MV5BZDIxNmE3MjEtZWVhMi00MDNkLWJiYzktY2ZmNzI4MzQ1NzIwXkEyXkFqcGdeQXVyNjk4MzY1MTk@._V1_UY209_CR3,0,140,209_AL_.jpg;Movie
Entertaining Christmas;TV-G;85;Comedy, Romance;2018;Candace has never lived up to her mom's standards. She's sent in her place to plan a Christmas party.;Robin Dunne;https://m.media-amazon.com/images/M/MV5BN2VjYjdmZTktNmZlYy00NTJlLWE1NDktNGMxMWFkYWU3NTM1XkEyXkFqcGdeQXVyNDM5NDkyODg@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Christmas Edition;TV-PG;88;Drama, Romance;2020;At Christmastime, up-and-coming journalist Jackie's life is at crossroads until she finds an unexpected opportunity to run a newspaper in small-town Alaska. She decides to try it and ...                See full summary »;Peter Sullivan;https://m.media-amazon.com/images/M/MV5BOTgyNWVjYjgtY2YzMi00MGQ3LTk4ZjgtNDhlODM5NDViZThlXkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UY209_CR34,0,140,209_AL_.jpg;Movie
Magical Christmas Shoes;TV-G;87;Comedy, Romance;2019;A pair of magical shoes step into Noelle's holiday season, allowing her to rediscover her Christmas spirit and find love too.;Robin Dunne;https://m.media-amazon.com/images/M/MV5BODIyNzEwZTYtNDFmMS00NTQ1LTg3YzgtMDYzZjU2YjdiNWQzXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Mariah Carey's Magical Christmas Special;TV-G;43;Adventure, Family, Fantasy;2020;When the world is faced with a holiday cheer crisis, the North Pole knows only one person who can solve it: Santa's great friend, Mariah Carey.;Roman Coppola;https://m.media-amazon.com/images/M/MV5BZmVmMTZmYjEtMGVjMy00NjFkLTg0NDItZTdlMDYxODFmMjE2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Holiday Hideaway;TV-14;96;Family, Romance;2022;Carly Stewart is the queen of holiday celebrations, but her mistletoe misstep sends her running to a Holiday Hideaway that teaches her the importance of family, forgiveness, and fighting for love.;Cole Patterson;https://m.media-amazon.com/images/M/MV5BNzI1NDY5MDItMzkxYS00MDkzLTg0MjgtNTA0MTdmMGJhYmM3XkEyXkFqcGdeQXVyMTM0NzYzMzc0._V1_UY209_CR34,0,140,209_AL_.jpg;Movie
Christmas in Wolf Creek;TV-G;86;Comedy, Drama, Romance;2022;A woman and her boyfriend struggle to maintain their relationship, and when a reindeer threatens the annual Christmas play, the couple must work together to save Christmas for the town.;Marco Deufemia;https://m.media-amazon.com/images/M/MV5BNzM5ZjU1OTYtYzE4ZC00OTQzLTg0MTktNTFlZGJhMzdjODA0XkEyXkFqcGdeQXVyNjI4Mzg5OTg@._V1_UY209_CR4,0,140,209_AL_.jpg;Movie
Christmas on Wheels;TV-PG;86;Romance;2020;Upon learning that her uncle sold her mom's vintage convertible, a car full of Christmas memories, Ashley enlists the help of her uncle's attorney Duncan to get it back.;Marita Grabiak;https://m.media-amazon.com/images/M/MV5BMDg3Y2RkYjUtZGY2OS00MzMzLWFkNWItMTI1NGYxMjc4NTI4XkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Christmas Clapback;;79;Comedy;2022;Every year, three sisters battle one another for a chance to win the Christmas cook-off competition. However, when a vivacious social-media influencer enters the competition, the sisters must choose to rise together or fall divided.;Robin Givens;https://m.media-amazon.com/images/M/MV5BMDcwM2FiOTUtNTkxOS00YjBmLTkxM2ItZDY2MTQ0NmQ0MGRhXkEyXkFqcGdeQXVyMTU2ODA1MzI@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
Wish for Christmas;PG;96;Drama, Family;2016;A high-school student makes a wish that her parents would lose their faith.;John K.D. Graham;https://m.media-amazon.com/images/M/MV5BMjEwODE4ODAyOV5BMl5BanBnXkFtZTgwMzUwNzg0MDI@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
Baby in a Manger;G;80;Drama, Romance;2019;Christmas is about a miracle baby, but when CPS agent Alison and police officer Brock find a lost baby lying in a nativity scene, it'll take a miracle for them just to stop bickering. Can ...                See full summary »;Justin G. Dyck;https://m.media-amazon.com/images/M/MV5BNWRjNDk2YWMtOWQ0Ni00YzliLWI3MzQtNzhhZDhjOWE4NjlmXkEyXkFqcGdeQXVyNjI4Mzg5OTg@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
Nagykarácsony;;110;Comedy, Romance;2021;A firefighter develops a fear of heights and has strange visions after his wedding proposal goes up in smoke.Will a teacher he meets later cure his vertigo and mend his broken heart?;Dániel Tiszeker;https://m.media-amazon.com/images/M/MV5BODZiYTg2YjYtYWE5OC00NzQ5LWE5ODktM2Y5ZDRlMDRhMDBjXkEyXkFqcGdeQXVyMTMxNjQ4MzA@._V1_UY209_CR3,0,140,209_AL_.jpg;Movie
We Wish You a Turtle Christmas;;25;Short, Comedy, Musical;1994;On Christmas Eve the Turtles realize they've forgotten to get Splinter a gift. They hit the town to try to figure out what to get him, their kid fans join them and lots of singing, dancing and some rapping and shenanigans ensues.;Larry Osborne;https://m.media-amazon.com/images/M/MV5BMTZkY2NmNjUtZGU4Ny00MjdjLTg5YjctNmZmY2ZlMzJjN2IwXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
This Is Our Christmas;;79;Family;2018;The Foxworth family decide to spend the Christmas holiday with their aunt Maggy, only to find her beloved bakery is under threat. It's up to the family to band together, save the bakery and pull off a Christmas miracle.;Christian Filippella;https://m.media-amazon.com/images/M/MV5BYmNjMTdjMTktZTMyMS00OGQ1LWFhOWQtMTUwMTU3OTliNTBlXkEyXkFqcGdeQXVyMTMzMjkzMg@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Christmas Consultant;TV-PG;88;Comedy;2012;A sought-after holiday consultant is hired by a workaholic mother to get her family through the holidays.;John Bradshaw;https://m.media-amazon.com/images/M/MV5BOWJhZjI4NWUtMDA2MC00N2RhLWFjZjQtZDA4NGNlZjZhYjUxXkEyXkFqcGdeQXVyNzM3MjY2MjU@._V1_UY209_CR3,0,140,209_AL_.jpg;Movie
The Christmas Doodle;;60;Family;2021;A Christmas story with a puppy.;Ashley Hays Wright;https://m.media-amazon.com/images/M/MV5BYjg1ZDA4MTAtYzNjMy00OWZmLWE3NWYtZGU5NjYzMzRkMmQxXkEyXkFqcGdeQXVyMjY2NDc0OTQ@._V1_UY209_CR5,0,140,209_AL_.jpg;Movie
An Accidental Christmas;TV-PG;90;Comedy, Family, Romance;2007;A couple separated for almost a year endure the machinations of their two children trying to effect a reconciliation.;Fred Olen Ray;https://m.media-amazon.com/images/M/MV5BZTZkMjEwZGMtYWMyMC00ZjM2LTk0ZTktMDFkNWJhZGY5NTAwXkEyXkFqcGdeQXVyNzE5MTA4Nw@@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
Christmas by Chance;;97;Comedy, Romance;2020;The owner of a struggling gift shop is hired by a famous entrepreneur to organize a romantic marriage proposal for his socialite girlfriend.;Andrew Cymek;https://m.media-amazon.com/images/M/MV5BZmRmZmQ5MWUtOTEyZi00ODliLWExM2EtMDkyMzk5ZWNhNGE3XkEyXkFqcGdeQXVyNDk3ODk4OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Baking Spirits Bright;TV-PG;85;Drama, Romance;2021;Mira Varma will do everything it takes to protect the core and heart of the family fruitcakes company she loves.;Aubrey Arnason;https://m.media-amazon.com/images/M/MV5BYmM1ODNjMjktMTBmYy00ZDU4LTlmOTctNjQwNzM1MzhkMGU3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Sugar & Spice Holiday;TV-G;84;Comedy, Drama, Romance;2020;A rising young architect, Suzy, returns to her hometown in Maine for Christmas and finds herself competing in the local gingerbread bake-off alongside an old high school classmate, Billy, while also trying to win a big promotion at work.;Jennifer Liao;https://m.media-amazon.com/images/M/MV5BN2JiZGNiOWQtYmY0Ny00MDc1LWFkZmMtMGU0MjQyZTY1M2E1XkEyXkFqcGdeQXVyMzU0Njg0MDI@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Christmas for Mary;TV-G;90;Drama, Romance;2020;Up-and-coming journalist Lena Jones is tasked with delivering a story by Christmas that will wow her boss, magazine editor Vivian Vaye, who is dangling a promotion to head writer over ...                See full summary »;David DeCoteau;https://m.media-amazon.com/images/M/MV5BNTI5ZDAzNGMtZTA0Yy00MWQxLThmNzMtMzgzMjcwM2NjMTk0XkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
The Dog Days of Christmas;;88;Family, Romance;2021;After finishing a mission, aid worker Annie Blake is going home to Vermont to spend the holidays with her family. When the local animal shelter closes, Annie steps in to save it with the help of the local vet and old school nemesis, Dylan.;Tori Garrett;https://m.media-amazon.com/images/M/MV5BODMwZDNmNmUtMzU4OC00N2YzLWJjNGQtODIzMTYwNWQ5YTFkXkEyXkFqcGdeQXVyNDIyOTQ4MzY@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
A Crafty Christmas Romance;TV-PG;84;Romance;2020;Mandy Page, the owner of a used book store, loves Christmas.When she finds a touching letter to Santa stuffed between the pages of an old book recently donated, she decides it would be fun ...                See full summary »;Brian Brough;https://m.media-amazon.com/images/M/MV5BNjM1OWQzYWQtOTM4Yy00YjM4LTljODYtY2NmYzZhYmVhZDEwXkEyXkFqcGdeQXVyMjUwOTMwNw@@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
Baking Christmas;TV-PG;84;Comedy, Drama, Romance;2019;When their mother decides to retire, her three children organize the Christmas Cake Off to choose which one of them will take over the family bakery.;Fred Olen Ray;https://m.media-amazon.com/images/M/MV5BMDgyNzJmNTYtYWI2Mi00ZDIwLTgyMWEtNWYwYWM5YzgyMzUxXkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UY209_CR12,0,140,209_AL_.jpg;Movie
A Law for Christmas;;;Romance;;A young politician has to leave the city for her career and finds her vocation and true love in the countryside.;Simon Wesely;https://m.media-amazon.com/images/M/MV5BZjAxZWVmNGEtODZkMy00NmQ5LWFhYzMtZGU4MDdjZjgyZmNmXkEyXkFqcGdeQXVyODI5OTQ0ODg@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
One Christmas Wish;TV-PG;86;Drama, Family, Musical;2015;Feeling alone during the holidays, a college student places an ad to find a family to spend time with her on Christmas.;James Head;https://m.media-amazon.com/images/M/MV5BNjI1ZWFlMmYtMTVmZS00MmE1LWI1ZmUtZTRmYzA1YTQwMDRjXkEyXkFqcGdeQXVyMDEwODMxNA@@._V1_UY209_CR4,0,140,209_AL_.jpg;Movie
Christmas with the Karountzoses;Not Rated;110;Comedy;2015;On Christmas Eve Michael Karountzos finds out he didn't get his anticipated promotion and must now deal with fourteen Greek relatives at his dinner table.;J.J. Englert;https://m.media-amazon.com/images/M/MV5BMjE3Mzc1MDE2MF5BMl5BanBnXkFtZTgwMDM3NDkyNzE@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
Letters to Santa;;110;Comedy, Romance;2011;A romantic comedy set on Christmas Eve in Warsaw and centered around a series of characters.;Mitja Okorn;https://m.media-amazon.com/images/M/MV5BMTkwMjg3NjE5OV5BMl5BanBnXkFtZTcwNTcxNDg4OA@@._V1_UY209_CR3,0,140,209_AL_.jpg;Movie
Barbie: A Perfect Christmas;Not Rated;74;Animation, Family, Musical;2011;With big plans and Christmas just around the corner, Barbie and her sisters pack their suitcases to visit Aunt Millie;;;
His and Her Christmas;TV-PG;89;Comedy, Drama, Romance;2005;Tom Lane is the star columnist for the media conglomerate owned San Francisco Sun newspaper. The company is thinking about increasing Tom's exposure by producing a new television show ...                See full summary »;Farhad Mann;https://m.media-amazon.com/images/M/MV5BYzE4YjM5NzEtNDE2Ny00YTUwLWJkN2MtYzdjZmI0YWM0NDBhXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Puppy Star Christmas;PG;91;Comedy, Family, Musical;2018;A song-filled new Air Bud 'Pup Star' movie that introduces four new pups to the family, who stow away on Santa's sleigh and find themselves trapped at the North Pole, trying to save the world's Christmas spirit.;Robert Vince;https://m.media-amazon.com/images/M/MV5BM2NkODhiYjktYjdkZi00MGQ2LTljMDAtZTA1ZGYwMWMzZDc3XkEyXkFqcGdeQXVyMDQ0MDI4OA@@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Cancel Christmas;TV-G;87;Comedy, Family, Fantasy;2010;Santa Claus discovers that children have become too greedy and must prove otherwise before his favorite holiday is canceled. His mission is to teach two incorrigible children the importance of charity.;John Bradshaw;https://m.media-amazon.com/images/M/MV5BMjMxODMwNDI1MV5BMl5BanBnXkFtZTgwMDMwODcwMzE@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Littlest Light on the Christmas Tree;Not Rated;44;Animation, Short, Family;2004;Christmas is the time for love, peace and friendship. When Emmanuel, the money loving shop owner who doesn't see the real reason for Christmas throws out a faulty ligh and an angel. Timothy...                See full summary »;Anthony Gentile;https://m.media-amazon.com/images/M/MV5BYmQ4MDMwYzUtMTA0OC00MzNmLTgxNmMtMjk2OTMxNGIzMDYwXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
